@relation SMILEfeatures

@attribute name string
@attribute pcm_LOGenergy_sma_linregerrA numeric
@attribute pcm_LOGenergy_sma_qregc3 numeric
@attribute pcm_LOGenergy_sma_linregerrA numeric

@data
'fixed_5 Dziaugsmas_36',1.720719,-13.57841,1.720719
'fixed_5 Dziaugsmas_37',1.881466,-15.78457,1.881466
'fixed_5 Dziaugsmas_38',1.754793,-13.26698,1.754793
'fixed_5 Dziaugsmas_39',1.830287,-14.34898,1.830287
'fixed_5 Dziaugsmas_40',1.728607,-13.76693,1.728607
'fixed_5 Dziaugsmas_41',1.712819,-12.12934,1.712819
'fixed_5 Dziaugsmas_42',1.705311,-12.62401,1.705311
'fixed_5 Dziaugsmas_43',1.672656,-12.75567,1.672656
'fixed_5 Dziaugsmas_44',1.783012,-13.44012,1.783012
'fixed_5 Dziaugsmas_45',1.997034,-14.92178,1.997034
'fixed_5 Dziaugsmas_46',1.974218,-13.43301,1.974218
'fixed_5 Dziaugsmas_47',1.805977,-12.84097,1.805977
'fixed_5 Dziaugsmas_48',1.682313,-12.76573,1.682313
'fixed_5 Dziaugsmas_49',1.686414,-13.02274,1.686414
'fixed_5 Dziaugsmas_50',1.83174,-14.51449,1.83174
'fixed_5 Dziaugsmas_51',2.043347,-14.20984,2.043347
'fixed_5 Dziaugsmas_52',2.068331,-14.88476,2.068331
'fixed_5 Dziaugsmas_53',2.002493,-13.43651,2.002493
'fixed_5 Dziaugsmas_54',1.871322,-14.18331,1.871322
'fixed_5 Dziaugsmas_55',2.013231,-14.1931,2.013231
'fixed_5 Dziaugsmas_56',1.750345,-12.30661,1.750345
'fixed_5 Dziaugsmas_57',1.759052,-13.71507,1.759052
'fixed_5 Dziaugsmas_58',1.876773,-14.68817,1.876773
'fixed_5 Dziaugsmas_59',1.479822,-13.76188,1.479822
'fixed_5 Dziaugsmas_60',1.4011,-12.76853,1.4011
'fixed_5 Dziaugsmas_61',1.939249,-12.90925,1.939249
'fixed_5 Dziaugsmas_62',1.939991,-16.72224,1.939991
'fixed_5 Dziaugsmas_63',2.126706,-12.7917,2.126706
'fixed_5 Dziaugsmas_64',1.668142,-13.65143,1.668142
'fixed_5 Dziaugsmas_65',2.248813,-16.06162,2.248813
'fixed_5 Dziaugsmas_66',1.749615,-14.05191,1.749615
'fixed_5 Dziaugsmas_67',2.044044,-15.70752,2.044044
'fixed_5 Dziaugsmas_68',1.914022,-14.32445,1.914022
'fixed_5 Dziaugsmas_69',1.831738,-14.83665,1.831738
'fixed_5 Dziaugsmas_70',2.08654,-15.88467,2.08654
'fixed_5 Dziaugsmas_71',1.802504,-14.55729,1.802504
'fixed_5 Dziaugsmas_72',2.141905,-15.64694,2.141905
'fixed_5 Dziaugsmas_73',1.923945,-14.41133,1.923945
'fixed_5 Dziaugsmas_74',2.204556,-15.95096,2.204556
'fixed_5 Dziaugsmas_75',1.911129,-14.02623,1.911129
'fixed_5 Dziaugsmas_76',1.893329,-13.97885,1.893329
'fixed_5 Dziaugsmas_77',2.014598,-13.82309,2.014598
'fixed_5 Dziaugsmas_78',2.465968,-16.80531,2.465968
'fixed_5 Dziaugsmas_79',2.394347,-14.01771,2.394347
'fixed_5 Dziaugsmas_80',2.192557,-16.47264,2.192557
'fixed_5 Dziaugsmas_81',2.034917,-15.74894,2.034917
'fixed_5 Dziaugsmas_82',1.924916,-13.9879,1.924916
'fixed_5 Dziaugsmas_83',2.141159,-14.45417,2.141159
'fixed_5 Dziaugsmas_84',2.226498,-15.31522,2.226498
'fixed_5 Dziaugsmas_85',1.685512,-14.06643,1.685512
'fixed_5 Dziaugsmas_86',1.924382,-15.36735,1.924382
'fixed_5 Dziaugsmas_87',1.992277,-14.73391,1.992277
'fixed_5 Dziaugsmas_88',2.080986,-13.98516,2.080986
'fixed_5 Dziaugsmas_89',1.65449,-14.06518,1.65449
'fixed_5 Dziaugsmas_90',2.134862,-14.72025,2.134862
'fixed_5 Dziaugsmas_91',2.246068,-15.34374,2.246068
'fixed_5 Dziaugsmas_92',1.954294,-15.59144,1.954294
'fixed_5 Dziaugsmas_93',2.11666,-15.15997,2.11666
'fixed_5 Dziaugsmas_94',1.88138,-15.44386,1.88138
'fixed_5 Dziaugsmas_95',1.959407,-14.56852,1.959407
'fixed_5 Dziaugsmas_96',2.400466,-14.77246,2.400466
'fixed_5 Dziaugsmas_97',1.850132,-14.88368,1.850132
'fixed_5 Dziaugsmas_98',1.96944,-13.98046,1.96944
'fixed_5 Dziaugsmas_99',2.003376,-14.15114,2.003376
'fixed_5 Liudesys_01',1.821922,-14.23929,1.821922
'fixed_5 Liudesys_02',1.301645,-12.52006,1.301645
'fixed_5 Liudesys_03',1.503708,-13.07375,1.503708
'fixed_5 Liudesys_04',2.111325,-13.16219,2.111325
'fixed_5 Liudesys_05',1.991464,-12.88686,1.991464
'fixed_5 Liudesys_06',1.58748,-13.48503,1.58748
'fixed_5 Liudesys_07',1.385143,-15.38042,1.385143
'fixed_5 Liudesys_08',1.57407,-13.18702,1.57407
'fixed_5 Liudesys_09',1.373949,-12.89598,1.373949
'fixed_5 Liudesys_10',1.640603,-14.61458,1.640603
'fixed_5 Liudesys_100',1.02946,-15.1889,1.02946
'fixed_5 Liudesys_11',1.397172,-13.68176,1.397172
'fixed_5 Liudesys_12',1.957077,-13.61419,1.957077
'fixed_5 Liudesys_13',1.567938,-15.32093,1.567938
'fixed_5 Liudesys_14',1.538018,-13.83023,1.538018
'fixed_5 Liudesys_15',1.625081,-13.56023,1.625081
'fixed_5 Liudesys_16',1.435918,-13.46131,1.435918
'fixed_5 Liudesys_17',1.19002,-13.79457,1.19002
'fixed_5 Liudesys_18',1.601192,-13.03614,1.601192
'fixed_5 Liudesys_19',1.58499,-13.13478,1.58499
'fixed_5 Liudesys_20',1.605057,-14.41054,1.605057
'fixed_5 Liudesys_21',1.56711,-14.94791,1.56711
'fixed_5 Liudesys_22',1.476989,-12.58208,1.476989
'fixed_5 Liudesys_23',1.575228,-13.01648,1.575228
'fixed_5 Liudesys_24',1.257465,-14.0635,1.257465
'fixed_5 Liudesys_25',1.359907,-13.43382,1.359907
'fixed_5 Liudesys_26',1.352894,-13.94592,1.352894
'fixed_5 Liudesys_27',1.528897,-14.21635,1.528897
'fixed_5 Liudesys_28',1.282259,-14.5618,1.282259
'fixed_5 Liudesys_29',1.449001,-14.44042,1.449001
'fixed_5 Liudesys_30',1.360685,-13.51184,1.360685
'fixed_5 Liudesys_31',1.388637,-13.07005,1.388637
'fixed_5 Liudesys_32',1.231172,-12.78039,1.231172
'fixed_5 Liudesys_33',1.396257,-14.03208,1.396257
'fixed_5 Liudesys_34',1.27633,-13.71022,1.27633
'fixed_5 Liudesys_35',1.278726,-14.60997,1.278726
'fixed_5 Liudesys_36',1.337578,-13.68681,1.337578
'fixed_5 Liudesys_37',1.274742,-14.70912,1.274742
'fixed_5 Liudesys_38',1.287435,-13.64819,1.287435
'fixed_5 Liudesys_39',1.532912,-15.11269,1.532912
'fixed_5 Liudesys_40',1.476696,-14.3319,1.476696
'fixed_5 Liudesys_41',1.531696,-14.3419,1.531696
'fixed_5 Liudesys_42',1.415351,-13.57683,1.415351
'fixed_5 Liudesys_43',1.552015,-14.3291,1.552015
'fixed_5 Liudesys_44',1.301674,-14.00445,1.301674
'fixed_5 Liudesys_45',1.38605,-14.78729,1.38605
'fixed_5 Liudesys_46',1.270856,-14.34884,1.270856
'fixed_5 Liudesys_47',1.307073,-12.42246,1.307073
'fixed_5 Liudesys_48',1.240801,-13.54123,1.240801
'fixed_5 Liudesys_49',1.452976,-13.0925,1.452976
'fixed_5 Liudesys_50',1.228851,-15.7982,1.228851
'fixed_5 Liudesys_51',1.469955,-15.68291,1.469955
'fixed_5 Liudesys_52',1.265569,-14.69003,1.265569
'fixed_5 Liudesys_53',1.453868,-14.61817,1.453868
'fixed_5 Liudesys_54',1.233112,-14.74579,1.233112
'fixed_5 Liudesys_55',1.284467,-14.62852,1.284467
'fixed_5 Liudesys_56',1.270107,-13.52273,1.270107
'fixed_5 Liudesys_57',1.513821,-14.48414,1.513821
'fixed_5 Liudesys_58',1.280158,-15.20647,1.280158
'fixed_5 Liudesys_59',1.195916,-14.1388,1.195916
'fixed_5 Liudesys_60',1.267485,-13.81625,1.267485
'fixed_5 Liudesys_61',1.451663,-14.07346,1.451663
'fixed_5 Liudesys_62',1.276324,-15.37247,1.276324
'fixed_5 Liudesys_63',1.371597,-13.92558,1.371597
'fixed_5 Liudesys_64',1.544695,-14.46628,1.544695
'fixed_5 Liudesys_65',1.374658,-14.71526,1.374658
'fixed_5 Liudesys_66',1.302404,-14.89867,1.302404
'fixed_5 Liudesys_67',1.408842,-14.97543,1.408842
'fixed_5 Liudesys_68',1.241616,-13.90953,1.241616
'fixed_5 Liudesys_69',1.305183,-14.99845,1.305183
'fixed_5 Liudesys_70',1.326173,-13.80419,1.326173
'fixed_5 Liudesys_71',1.449639,-12.98876,1.449639
'fixed_5 Liudesys_72',1.164991,-13.31447,1.164991
'fixed_5 Liudesys_73',1.515921,-14.14487,1.515921
'fixed_5 Liudesys_74',1.172959,-15.03062,1.172959
'fixed_5 Liudesys_75',1.163542,-13.7343,1.163542
'fixed_5 Liudesys_76',1.178388,-13.28539,1.178388
'fixed_5 Liudesys_77',1.201797,-14.05808,1.201797
'fixed_5 Liudesys_78',1.39395,-14.93273,1.39395
'fixed_5 Liudesys_79',1.52335,-13.46769,1.52335
'fixed_5 Liudesys_80',1.157827,-14.30797,1.157827
'fixed_5 Liudesys_81',1.170994,-14.97756,1.170994
'fixed_5 Liudesys_82',1.20827,-14.41302,1.20827
'fixed_5 Liudesys_83',1.502507,-13.92264,1.502507
'fixed_5 Liudesys_84',1.270947,-12.7202,1.270947
'fixed_5 Liudesys_85',1.168157,-14.59412,1.168157
'fixed_5 Liudesys_86',1.099893,-14.24735,1.099893
'fixed_5 Liudesys_87',1.356472,-14.97981,1.356472
'fixed_5 Liudesys_88',1.338633,-14.27864,1.338633
'fixed_5 Liudesys_89',1.123677,-14.81969,1.123677
'fixed_5 Liudesys_90',1.417432,-14.63039,1.417432
'fixed_5 Liudesys_91',1.540364,-15.73692,1.540364
'fixed_5 Liudesys_92',1.224318,-13.3538,1.224318
'fixed_5 Liudesys_93',1.500185,-14.75197,1.500185
'fixed_5 Liudesys_94',1.237954,-14.54195,1.237954
'fixed_5 Liudesys_95',1.254753,-14.97454,1.254753
'fixed_5 Liudesys_96',1.200824,-14.40747,1.200824
'fixed_5 Liudesys_97',1.181039,-14.25564,1.181039
'fixed_5 Liudesys_98',1.187298,-13.51971,1.187298
'fixed_5 Liudesys_99',1.446585,-13.89397,1.446585
'fixed_5 Neutrali _01',1.923102,-14.75404,1.923102
'fixed_5 Neutrali _02',1.545558,-12.52095,1.545558
'fixed_5 Neutrali _03',1.546826,-12.04062,1.546826
'fixed_5 Neutrali _04',1.731362,-13.44917,1.731362
'fixed_5 Neutrali _05',1.735982,-12.84132,1.735982
'fixed_5 Neutrali _06',1.720754,-14.55213,1.720754
'fixed_5 Neutrali _07',1.493247,-14.36052,1.493247
'fixed_5 Neutrali _08',1.551456,-14.31128,1.551456
'fixed_5 Neutrali _09',1.677194,-11.7241,1.677194
'fixed_5 Neutrali _10',1.566471,-13.5676,1.566471
'fixed_5 Neutrali _100',1.291501,-13.87873,1.291501
'fixed_5 Neutrali _11',1.388671,-11.57007,1.388671
'fixed_5 Neutrali _12',1.619012,-13.00406,1.619012
'fixed_5 Neutrali _13',1.530899,-13.63829,1.530899
'fixed_5 Neutrali _14',1.569438,-13.00534,1.569438
'fixed_5 Neutrali _15',1.548994,-13.07275,1.548994
'fixed_5 Neutrali _16',1.14025,-12.41779,1.14025
'fixed_5 Neutrali _17',1.198711,-13.4947,1.198711
'fixed_5 Neutrali _18',1.360357,-12.30957,1.360357
'fixed_5 Neutrali _19',1.791012,-12.13861,1.791012
'fixed_5 Neutrali _20',1.743168,-11.89302,1.743168
'fixed_5 Neutrali _21',1.442996,-11.37174,1.442996
'fixed_5 Neutrali _22',1.7027,-12.50499,1.7027
'fixed_5 Neutrali _23',1.755116,-12.07484,1.755116
'fixed_5 Neutrali _24',1.375125,-12.28195,1.375125
'fixed_5 Neutrali _25',1.349488,-12.69431,1.349488
'fixed_5 Neutrali _26',1.344427,-12.05644,1.344427
'fixed_5 Neutrali _27',1.683632,-12.50181,1.683632
'fixed_5 Neutrali _28',1.359559,-13.89378,1.359559
'fixed_5 Neutrali _29',1.64308,-13.74762,1.64308
'fixed_5 Neutrali _30',1.274169,-11.96807,1.274169
'fixed_5 Neutrali _31',1.522561,-11.86003,1.522561
'fixed_5 Neutrali _32',1.197197,-11.97474,1.197197
'fixed_5 Neutrali _33',1.584985,-12.77884,1.584985
'fixed_5 Neutrali _34',1.509027,-13.19043,1.509027
'fixed_5 Neutrali _35',1.40839,-13.42243,1.40839
'fixed_5 Neutrali _36',1.244573,-12.30395,1.244573
'fixed_5 Neutrali _37',1.346954,-13.84803,1.346954
'fixed_5 Neutrali _38',1.505704,-11.91122,1.505704
'fixed_5 Neutrali _39',1.436913,-13.5127,1.436913
'fixed_5 Neutrali _40',1.411032,-13.65379,1.411032
'fixed_5 Neutrali _41',1.652161,-12.97673,1.652161
'fixed_5 Neutrali _42',1.310404,-12.65325,1.310404
'fixed_5 Neutrali _43',1.468524,-13.09205,1.468524
'fixed_5 Neutrali _44',1.470729,-13.72299,1.470729
'fixed_5 Neutrali _45',1.276616,-13.54936,1.276616
'fixed_5 Neutrali _46',1.412336,-14.33533,1.412336
'fixed_5 Neutrali _47',1.484424,-12.08478,1.484424
'fixed_5 Neutrali _48',1.315679,-12.01293,1.315679
'fixed_5 Neutrali _49',1.325641,-11.53865,1.325641
'fixed_5 Neutrali _50',1.093461,-12.69653,1.093461
'fixed_5 Neutrali _51',1.501417,-13.35704,1.501417
'fixed_5 Neutrali _52',1.499691,-13.7866,1.499691
'fixed_5 Neutrali _53',1.413753,-12.68951,1.413753
'fixed_5 Neutrali _54',1.265589,-12.46567,1.265589
'fixed_5 Neutrali _55',1.240621,-12.13193,1.240621
'fixed_5 Neutrali _56',1.357531,-12.38142,1.357531
'fixed_5 Neutrali _57',1.515977,-13.30155,1.515977
'fixed_5 Neutrali _58',1.35827,-13.38586,1.35827
'fixed_5 Neutrali _59',1.431058,-13.51113,1.431058
'fixed_5 Neutrali _60',1.1935,-11.33317,1.1935
'fixed_5 Neutrali _61',1.545615,-12.3126,1.545615
'fixed_5 Neutrali _62',1.385924,-13.41064,1.385924
'fixed_5 Neutrali _63',1.354399,-13.1488,1.354399
'fixed_5 Neutrali _64',1.257843,-12.55973,1.257843
'fixed_5 Neutrali _65',1.730144,-14.21092,1.730144
'fixed_5 Neutrali _66',1.419346,-12.4654,1.419346
'fixed_5 Neutrali _67',1.465224,-13.68937,1.465224
'fixed_5 Neutrali _68',1.529717,-12.89394,1.529717
'fixed_5 Neutrali _69',1.232366,-12.90555,1.232366
'fixed_5 Neutrali _70',1.63399,-13.46039,1.63399
'fixed_5 Neutrali _71',1.416269,-13.0973,1.416269
'fixed_5 Neutrali _72',1.322753,-12.49352,1.322753
'fixed_5 Neutrali _73',1.349469,-12.69611,1.349469
'fixed_5 Neutrali _74',1.391642,-14.55319,1.391642
'fixed_5 Neutrali _75',1.251704,-12.34786,1.251704
'fixed_5 Neutrali _76',1.349953,-12.19071,1.349953
'fixed_5 Neutrali _77',1.58851,-12.52289,1.58851
'fixed_5 Neutrali _78',1.673742,-13.8028,1.673742
'fixed_5 Neutrali _79',1.708609,-12.26418,1.708609
'fixed_5 Neutrali _80',1.636545,-13.41078,1.636545
'fixed_5 Neutrali _81',1.328701,-12.29928,1.328701
'fixed_5 Neutrali _82',1.414748,-12.11132,1.414748
'fixed_5 Neutrali _83',1.617992,-12.75511,1.617992
'fixed_5 Neutrali _84',1.596592,-12.56684,1.596592
'fixed_5 Neutrali _85',1.470783,-14.08555,1.470783
'fixed_5 Neutrali _86',1.407234,-12.48921,1.407234
'fixed_5 Neutrali _87',1.429768,-13.27584,1.429768
'fixed_5 Neutrali _88',1.667052,-12.84882,1.667052
'fixed_5 Neutrali _89',1.373275,-12.65647,1.373275
'fixed_5 Neutrali _90',1.702148,-13.03065,1.702148
'fixed_5 Neutrali _91',1.497559,-13.61534,1.497559
'fixed_5 Neutrali _92',1.513826,-13.53672,1.513826
'fixed_5 Neutrali _93',1.731234,-12.6109,1.731234
'fixed_5 Neutrali _94',1.576969,-12.98002,1.576969
'fixed_5 Neutrali _95',1.194404,-13.09111,1.194404
'fixed_5 Neutrali _96',1.525919,-14.15118,1.525919
'fixed_5 Neutrali _97',1.302565,-12.3563,1.302565
'fixed_5 Neutrali _98',1.571227,-11.84683,1.571227
'fixed_5 Neutrali _99',1.510365,-12.53215,1.510365
'fixed_5 Pyktis_01',1.868455,-12.81535,1.868455
'fixed_5 Pyktis_02',1.484543,-11.87925,1.484543
'fixed_5 Pyktis_03',1.835432,-13.86698,1.835432
'fixed_5 Pyktis_04',2.686854,-13.56606,2.686854
'fixed_5 Pyktis_05',1.947473,-13.21331,1.947473
'fixed_5 Pyktis_06',2.049187,-13.71757,2.049187
'fixed_5 Pyktis_07',1.648591,-15.14815,1.648591
'fixed_5 Pyktis_08',1.958161,-14.24946,1.958161
'fixed_5 Pyktis_09',1.771112,-13.09624,1.771112
'fixed_5 Pyktis_10',1.825296,-14.02295,1.825296
'fixed_5 Pyktis_100',1.844488,-13.87943,1.844488
'fixed_5 Pyktis_11',1.631643,-13.46874,1.631643
'fixed_5 Pyktis_12',2.103132,-14.21627,2.103132
'fixed_5 Pyktis_13',2.189903,-15.41627,2.189903
'fixed_5 Pyktis_14',1.97844,-13.49156,1.97844
'fixed_5 Pyktis_15',2.017436,-14.00993,2.017436
'fixed_5 Pyktis_16',1.78007,-14.05815,1.78007
'fixed_5 Pyktis_17',1.698819,-14.08575,1.698819
'fixed_5 Pyktis_18',1.84254,-13.8839,1.84254
'fixed_5 Pyktis_19',1.874425,-14.06011,1.874425
'fixed_5 Pyktis_20',2.055697,-15.04341,2.055697
'fixed_5 Pyktis_21',1.926708,-14.33725,1.926708
'fixed_5 Pyktis_22',1.738427,-12.04617,1.738427
'fixed_5 Pyktis_23',1.907849,-14.11951,1.907849
'fixed_5 Pyktis_24',1.569098,-13.4919,1.569098
'fixed_5 Pyktis_25',1.756919,-13.19947,1.756919
'fixed_5 Pyktis_26',1.941058,-13.61003,1.941058
'fixed_5 Pyktis_27',1.884129,-13.61205,1.884129
'fixed_5 Pyktis_28',1.682975,-14.96157,1.682975
'fixed_5 Pyktis_29',2.094096,-14.65051,2.094096
'fixed_5 Pyktis_30',1.783995,-13.42685,1.783995
'fixed_5 Pyktis_31',1.880255,-13.52849,1.880255
'fixed_5 Pyktis_32',1.562766,-12.88632,1.562766
'fixed_5 Pyktis_33',1.644761,-13.65328,1.644761
'fixed_5 Pyktis_34',1.537846,-13.34113,1.537846
'fixed_5 Pyktis_35',1.727476,-13.83533,1.727476
'fixed_5 Pyktis_36',1.854795,-13.89726,1.854795
'fixed_5 Pyktis_37',1.871701,-15.05661,1.871701
'fixed_5 Pyktis_38',1.773668,-13.22628,1.773668
'fixed_5 Pyktis_39',1.735858,-14.32412,1.735858
'fixed_5 Pyktis_40',2.090027,-12.51415,2.090027
'fixed_5 Pyktis_41',1.694698,-13.34633,1.694698
'fixed_5 Pyktis_42',1.668565,-12.80028,1.668565
'fixed_5 Pyktis_43',1.556429,-13.7225,1.556429
'fixed_5 Pyktis_44',1.628786,-14.24901,1.628786
'fixed_5 Pyktis_45',1.833279,-15.44043,1.833279
'fixed_5 Pyktis_46',1.653426,-13.87491,1.653426
'fixed_5 Pyktis_47',1.666438,-12.35125,1.666438
'fixed_5 Pyktis_48',1.799876,-13.43959,1.799876
'fixed_5 Pyktis_49',1.579351,-12.38403,1.579351
'fixed_5 Pyktis_50',1.50337,-14.19417,1.50337
'fixed_5 Pyktis_51',1.962776,-15.78017,1.962776
'fixed_5 Pyktis_52',1.917822,-14.7155,1.917822
'fixed_5 Pyktis_53',2.194651,-13.82621,2.194651
'fixed_5 Pyktis_54',1.732634,-14.29115,1.732634
'fixed_5 Pyktis_55',2.025142,-14.76371,2.025142
'fixed_5 Pyktis_56',1.897483,-12.93699,1.897483
'fixed_5 Pyktis_57',1.673558,-13.49562,1.673558
'fixed_5 Pyktis_58',1.727431,-14.26455,1.727431
'fixed_5 Pyktis_59',1.559952,-13.97627,1.559952
'fixed_5 Pyktis_60',1.825801,-13.80733,1.825801
'fixed_5 Pyktis_61',1.788195,-12.83432,1.788195
'fixed_5 Pyktis_62',1.653553,-14.62777,1.653553
'fixed_5 Pyktis_63',1.596119,-13.37342,1.596119
'fixed_5 Pyktis_64',1.788759,-13.93783,1.788759
'fixed_5 Pyktis_65',1.87909,-14.75818,1.87909
'fixed_5 Pyktis_66',1.522743,-13.30792,1.522743
'fixed_5 Pyktis_67',2.076849,-14.65968,2.076849
'fixed_5 Pyktis_68',1.708264,-13.37469,1.708264
'fixed_5 Pyktis_69',1.671987,-13.16295,1.671987
'fixed_5 Pyktis_70',1.819442,-13.57878,1.819442
'fixed_5 Pyktis_71',1.73827,-12.98819,1.73827
'fixed_5 Pyktis_72',1.963614,-14.90924,1.963614
'fixed_5 Pyktis_73',1.704332,-12.9992,1.704332
'fixed_5 Pyktis_74',1.816121,-13.81467,1.816121
'fixed_5 Pyktis_75',1.647185,-13.20324,1.647185
'fixed_5 Pyktis_76',1.624295,-13.33775,1.624295
'fixed_5 Pyktis_77',1.855361,-13.14889,1.855361
'fixed_5 Pyktis_78',1.868906,-13.32787,1.868906
'fixed_5 Pyktis_79',1.987918,-11.97486,1.987918
'fixed_5 Pyktis_80',2.035796,-14.1221,2.035796
'fixed_5 Pyktis_81',1.663558,-13.65555,1.663558
'fixed_5 Pyktis_82',1.816403,-12.82918,1.816403
'fixed_5 Pyktis_83',2.139143,-12.9063,2.139143
'fixed_5 Pyktis_84',1.471788,-13.4769,1.471788
'fixed_5 Pyktis_85',1.797349,-13.76416,1.797349
'fixed_5 Pyktis_86',1.757997,-13.72632,1.757997
'fixed_5 Pyktis_87',1.788479,-13.78428,1.788479
'fixed_5 Pyktis_88',1.955638,-12.46903,1.955638
'fixed_5 Pyktis_89',1.74036,-13.11659,1.74036
'fixed_5 Pyktis_90',1.917843,-12.82841,1.917843
'fixed_5 Pyktis_91',1.844859,-14.19916,1.844859
'fixed_5 Pyktis_92',1.565184,-12.54833,1.565184
'fixed_5 Pyktis_93',2.016473,-14.02694,2.016473
'fixed_5 Pyktis_94',1.488652,-12.91021,1.488652
'fixed_5 Pyktis_95',1.766483,-13.38064,1.766483
'fixed_5 Pyktis_96',2.210349,-13.62935,2.210349
'fixed_5 Pyktis_97',1.689211,-12.66189,1.689211
'fixed_5 Pyktis_98',2.347527,-10.48967,2.347527
'fixed_5 Pyktis_99',1.827767,-11.86269,1.827767
'fixed_6 Dziaugsmas_01',2.297857,-15.30476,2.297857
'fixed_6 Dziaugsmas_02',1.991583,-13.90924,1.991583
'fixed_6 Dziaugsmas_03',2.498137,-15.79408,2.498137
'fixed_6 Dziaugsmas_04',2.823607,-14.36753,2.823607
'fixed_6 Dziaugsmas_05',2.623309,-12.88658,2.623309
'fixed_6 Dziaugsmas_06',2.900761,-16.82656,2.900761
'fixed_6 Dziaugsmas_07',2.529058,-15.75076,2.529058
'fixed_6 Dziaugsmas_08',2.292668,-15.46466,2.292668
'fixed_6 Dziaugsmas_09',1.908044,-12.89336,1.908044
'fixed_6 Dziaugsmas_10',2.23853,-13.86225,2.23853
'fixed_6 Dziaugsmas_100',2.246619,-13.26604,2.246619
'fixed_6 Dziaugsmas_11',2.282495,-14.73076,2.282495
'fixed_6 Dziaugsmas_12',2.442848,-13.93124,2.442848
'fixed_6 Dziaugsmas_13',2.347764,-14.62808,2.347764
'fixed_6 Dziaugsmas_14',2.277548,-13.17064,2.277548
'fixed_6 Dziaugsmas_15',2.340832,-13.39068,2.340832
'fixed_6 Dziaugsmas_16',2.312946,-14.33303,2.312946
'fixed_6 Dziaugsmas_17',2.122514,-13.85361,2.122514
'fixed_6 Dziaugsmas_18',2.50735,-14.49033,2.50735
'fixed_6 Dziaugsmas_19',2.154638,-13.36842,2.154638
'fixed_6 Dziaugsmas_20',2.611542,-14.25057,2.611542
'fixed_6 Dziaugsmas_21',2.244969,-13.80492,2.244969
'fixed_6 Dziaugsmas_22',2.28795,-13.12865,2.28795
'fixed_6 Dziaugsmas_23',1.963674,-13.3805,1.963674
'fixed_6 Dziaugsmas_24',2.18934,-12.88962,2.18934
'fixed_6 Dziaugsmas_25',1.961051,-13.36024,1.961051
'fixed_6 Dziaugsmas_26',2.070379,-13.39563,2.070379
'fixed_6 Dziaugsmas_27',2.305717,-13.54484,2.305717
'fixed_6 Dziaugsmas_28',2.334375,-13.76742,2.334375
'fixed_6 Dziaugsmas_29',2.416271,-13.23973,2.416271
'fixed_6 Dziaugsmas_30',2.3109,-13.00013,2.3109
'fixed_6 Dziaugsmas_31',2.106762,-13.64238,2.106762
'fixed_6 Dziaugsmas_32',2.293922,-13.48521,2.293922
'fixed_6 Dziaugsmas_33',1.996928,-13.32218,1.996928
'fixed_6 Dziaugsmas_34',2.037938,-13.01078,2.037938
'fixed_6 Dziaugsmas_35',2.180603,-14.98132,2.180603
'fixed_6 Dziaugsmas_36',2.265666,-15.5129,2.265666
'fixed_6 Dziaugsmas_37',2.37425,-14.42405,2.37425
'fixed_6 Dziaugsmas_38',1.976774,-12.67868,1.976774
'fixed_6 Dziaugsmas_39',2.371368,-13.89922,2.371368
'fixed_6 Dziaugsmas_40',2.910124,-14.41641,2.910124
'fixed_6 Dziaugsmas_41',2.348206,-14.53377,2.348206
'fixed_6 Dziaugsmas_42',2.197381,-13.29237,2.197381
'fixed_6 Dziaugsmas_43',2.300876,-16.37142,2.300876
'fixed_6 Dziaugsmas_44',2.370252,-16.17079,2.370252
'fixed_6 Dziaugsmas_45',2.412341,-14.50119,2.412341
'fixed_6 Dziaugsmas_46',2.440304,-15.03548,2.440304
'fixed_6 Dziaugsmas_47',2.217981,-13.68251,2.217981
'fixed_6 Dziaugsmas_48',2.473351,-14.84012,2.473351
'fixed_6 Dziaugsmas_49',2.475612,-13.48458,2.475612
'fixed_6 Dziaugsmas_50',2.269247,-14.92176,2.269247
'fixed_6 Dziaugsmas_51',2.461445,-15.77127,2.461445
'fixed_6 Dziaugsmas_52',2.518887,-13.93032,2.518887
'fixed_6 Dziaugsmas_53',2.31532,-14.31361,2.31532
'fixed_6 Dziaugsmas_54',2.190115,-13.23743,2.190115
'fixed_6 Dziaugsmas_55',2.336544,-13.65536,2.336544
'fixed_6 Dziaugsmas_56',2.03425,-12.22335,2.03425
'fixed_6 Dziaugsmas_57',2.394926,-12.8039,2.394926
'fixed_6 Dziaugsmas_58',2.342849,-15.65605,2.342849
'fixed_6 Dziaugsmas_59',2.381867,-15.08394,2.381867
'fixed_6 Dziaugsmas_60',2.090843,-13.83656,2.090843
'fixed_6 Dziaugsmas_61',2.095496,-13.28375,2.095496
'fixed_6 Dziaugsmas_62',2.718913,-14.87616,2.718913
'fixed_6 Dziaugsmas_63',2.550105,-14.11835,2.550105
'fixed_6 Dziaugsmas_64',2.433849,-13.4046,2.433849
'fixed_6 Dziaugsmas_65',2.684862,-16.24932,2.684862
'fixed_6 Dziaugsmas_66',2.217874,-13.9996,2.217874
'fixed_6 Dziaugsmas_67',2.220167,-14.29723,2.220167
'fixed_6 Dziaugsmas_68',2.347842,-13.76054,2.347842
'fixed_6 Dziaugsmas_69',2.197276,-14.72727,2.197276
'fixed_6 Dziaugsmas_70',2.47647,-15.79577,2.47647
